Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
cambrass-tencel-waterproof-sheet-58x80,Cambrass Tencel Waterproof Sheet 58x80,"<p><p><strong>Cambrass Tencel Waterproof Sheet 58x80</strong> the fitted sheet made with TENCEL""! fibers (for mini crib) from Cambrass works as a practical fitted sheet by adapting to the mattress on the sides with its elastic rubber, it is waterproof and breathable. Its manufacture with TENCEL""! fibres. 100% guarantees comfort and well-being during rest due to its waterproofness and breathability, it also offers long-lasting antimicrobial protection, prevents the appearance of bad odors, is hypoallergenic and thermoregulatory. Botanical and ecological fibers that provide absorption, softness and freshness.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fitted Sheet,"Asper Beauty, Fitted Sheet",TRUE,Colour,BLUE,,,8432377401678,100,shopify,100,deny,manual,16.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Tencel_Waterproof_Sheet_58x80_BLUE.jpg?v=1709791961,1,Cambrass Tencel Waterproof Sheet 58x80,Cambrass Tencel Waterproof Sheet 58x80,"Cambrass Tencel Waterproof Sheet 58x80 the fitted sheet made with TENCEL""! fibers (for mini crib) from Cambrass works as a practical fitted sheet by adapting to the mattress on the sides with its elastic rubber, it is waterproof and breathable. Its manufacture with TENCEL""! fibres. 100% guarantees comfort and well-bein",active
cambrass-tencel-waterproof-sheet-60-cm,Cambrass Tencel Waterproof Sheet 60 Cm,"<p><p><strong>Cambrass Tencel Waterproof Sheet 60 Cm</strong> <span data-mce-fragment=""1"">is a practical bottom sheet, as it adapts to the mattress along the sides with its elastic band. it is waterproof and breathable at the same time. its manufacture with 100% tencel guarantees the baby’s comfort and wellbeing when sleeping, thanks to the fabric’s waterproof and breathable qualities. in addition, it provides long-lasting antimicrobial protection, prevents unpleasant odours and has both a hypoallergenic as well as a thermoregulation effect. a natural, organic fibre which is absorbent, soft and cool.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fitted Sheet,"Asper Beauty, Fitted Sheet",TRUE,Colour,BLUE,,,8432377401616,100,shopify,100,deny,manual,20.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Tencel_Waterproof_Sheet_60_BLUE.jpg?v=1709792680,1,Cambrass Tencel Waterproof Sheet 60 Cm,Cambrass Tencel Waterproof Sheet 60 Cm,"Cambrass Tencel Waterproof Sheet 60 Cm is a practical bottom sheet, as it adapts to the mattress along the sides with its elastic band. it is waterproof and breathable at the same time. its manufacture with 100% tencel guarantees the baby’s comfort and wellbeing when sleeping, thanks to the fabric’s waterproof and brea",active
cambrass-tencel-waterproof-sheet-70-cm,Cambrass Tencel Waterproof Sheet 70 Cm,"<p><p><strong>Cambrass Tencel Waterproof Sheet 70 Cm </strong>is a practical bottom sheet, as it adapts to the mattress along the sides with its elastic band. It is waterproof and breathable at the same time. Its manufacture with 100% fibers guarantees the baby s comfort and wellbeing when sleeping, thanks to the fabric s waterproof and breathable qualities. In addition, it provides long-lasting antimicrobial protection, prevents unpleasant odours and has both a hypoallergenic as well as a thermoregulating effect. Are botanic fibres which ares absorbent, soft and cool.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fitted Sheet,"Asper Beauty, Fitted Sheet",TRUE,Colour,BLUE,,,8432377401647,100,shopify,100,deny,manual,22.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Tencel_Waterproof_Sheet_70_Cm_BLUE.jpg?v=1709796712,1,Cambrass Tencel Waterproof Sheet 70 Cm,Cambrass Tencel Waterproof Sheet 70 Cm,"Cambrass Tencel Waterproof Sheet 70 Cm is a practical bottom sheet, as it adapts to the mattress along the sides with its elastic band. It is waterproof and breathable at the same time. Its manufacture with 100% fibers guarantees the baby s comfort and wellbeing when sleeping, thanks to the fabric s waterproof and brea",active
cambrass-towel-cap-100x100,Cambrass Towel Cap 100x100,"<p><p><strong>Cambrass Towel Cap 100x100 </strong>made with fibers TENCEL""!, is ideal for drying the baby after its bath. It is made with fibers TENCEL""!. Are botanic fibres that prevents allergies or irritations which could affect the baby s skin and is exceptionally soft, as it does not retain the lime from the water during washing. The hood, with inside terry lining, helps to keep the baby covered, maintaining its body heat at all times after its bath.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Baby Towel,"Asper Beauty, Baby Towel",TRUE,Colour,ALMA BEIGE,,,8432377472180,100,shopify,100,deny,manual,28.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Towel_Cap.jpg?v=1709803248,1,Cambrass Towel Cap 100x100,Cambrass Towel Cap 100x100,"Cambrass Towel Cap 100x100 made with fibers TENCEL""!, is ideal for drying the baby after its bath. It is made with fibers TENCEL""!. Are botanic fibres that prevents allergies or irritations which could affect the baby s skin and is exceptionally soft, as it does not retain the lime from the water during washing. The ho",active
cambrass-towel-cap-80x80,Cambrass Towel Cap 80x80,"<p><p><strong>Cambrass Towel Cap 80x80</strong> made with fibers TENCEL""!, is ideal for drying the baby after its bath. It is made with fibers TENCEL""!. Are botanic fibres that prevents allergies or irritations which could affect the baby s skin and is exceptionally soft, as it does not retain the lime from the water during washing. The hood, with inside terry lining, helps to keep the baby covered, maintaining its body heat at all times after its bath.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Baby Towel,"Asper Beauty, Baby Towel",TRUE,Colour,ASTRA BLUE,,,8432377432443,100,shopify,100,deny,manual,28.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Towel_Cap_80x80_astra_blue.jpg?v=1709805485,1,Cambrass Towel Cap 80x80,Cambrass Towel Cap 80x80,"Cambrass Towel Cap 80x80 made with fibers TENCEL""!, is ideal for drying the baby after its bath. It is made with fibers TENCEL""!. Are botanic fibres that prevents allergies or irritations which could affect the baby s skin and is exceptionally soft, as it does not retain the lime from the water during washing. The hood",active
cambrass-velvet-cap,Cambrass Velvet Cap,"<p><p><strong>Cambrass Velvet Cap</strong> is specially designed for newborns, because it protects your baby's head during their first days of life keeping it warm. In this sense, it has been proved that most of our body heat is lost through our heads, so this hat avoid losing that heat. Since is it made with velvet, it is specially recommended for the coldest months.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Baby Clothes,"Asper Beauty, Baby Clothes",TRUE,Colour,BEIGE,,,8432377119788,100,shopify,100,deny,manual,600.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Velvet_Cap_beige.jpg?v=1709808993,1,Cambrass Velvet Cap,Cambrass Velvet Cap,"Cambrass Velvet Cap is specially designed for newborns, because it protects your baby's head during their first days of life keeping it warm. In this sense, it has been proved that most of our body heat is lost through our heads, so this hat avoid losing that heat. Since is it made with velvet, it is specially recommen",active
cambrass-velvet-mittens,Cambrass Velvet Mittens,"<p><p><strong>Cambrass Velvet Mittens</strong> are especially suitable for newborns as they offer extra protection for the hands during the first days of life. In this sense, they maintain the temperature of the hands and at the same time prevent the newborn from involuntarily scratching both his body and his face. It is an almost indispensable item in the hospital layette. Being made of velvet they are especially suitable for the winter months.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Baby Clothes,"Asper Beauty, Baby Clothes",TRUE,Colour,BEIGE,,,8432377063944,100,shopify,100,deny,manual,500.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Velvet_Mittens_BEIGE.jpg?v=1709963826,1,Cambrass Velvet Mittens,Cambrass Velvet Mittens,"Cambrass Velvet Mittens are especially suitable for newborns as they offer extra protection for the hands during the first days of life. In this sense, they maintain the temperature of the hands and at the same time prevent the newborn from involuntarily scratching both his body and his face. It is an almost indispensa",active
cambrass-wooden-stand,Cambrass Wooden Stand,"<p><p><strong>Cambrass Wooden Stand</strong> due to its dimensions (55 x 86.5 x 61 cm.), the wooden stand is suitable for portable beds from Cambrass, but also for others with similar dimensions. The frame is made of white lacquered wood and its height allows adults to always have a baby in sight. </p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Stand,"Asper Beauty, Stand",TRUE,Title,Default Title,,,8432377364010,100,shopify,100,deny,manual,70.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/CambrassWoodenStand.jpg?v=1709966121,1,Cambrass Wooden Stand,Cambrass Wooden Stand,"Cambrass Wooden Stand due to its dimensions (55 x 86.5 x 61 cm.), the wooden stand is suitable for portable beds from Cambrass, but also for others with similar dimensions. The frame is made of white lacquered wood and its height allows adults to always have a baby in sight.",active
cambrass-wooden-stand-cuco,Cambrass Wooden Stand Cuco,"<p><p><strong>Cambrass Wooden Stand Cuco </strong>made of natural wood, its height allows the baby to be visible by an adult at all times or from the bed. Has rocking function to help babies sleep, Made in Spain by Cambrass.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Stand,"Asper Beauty, Stand",TRUE,Colour,NATURAL,,,8432377436571,100,shopify,100,deny,manual,120.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Cambrass_Wooden_Stand_Cuco_NATURAL.jpg?v=1709967686,1,Cambrass Wooden Stand Cuco,Cambrass Wooden Stand Cuco,"Cambrass Wooden Stand Cuco made of natural wood, its height allows the baby to be visible by an adult at all times or from the bed. Has rocking function to help babies sleep, Made in Spain by Cambrass.",active
konig-kids-hippopotamus-game-mat-with-balls,Konig Kids Hippopotamus Game Mat With Balls,"<p><p><strong>Konig Kids Hippopotamus Game Mat With Balls </strong>your infant will have a lot of fun with this Baby Moo play gym. It uses bright and brilliant hues to attract your child's attention. It includes two safety bars that are hung with four different activity items. These visually engaging toys can aid in the development of a child's vision.<br data-mce-fragment=""1"">When babies start reaching, batting, grabbing, and kicking at interesting toys, the items sway, jingle, and rattle, providing additional visual and auditory stimulation. The storage bag in the shape of the animal head can keep balls or other items and saves a lot of room.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Playmat,"Asper Beauty, Playmat",TRUE,Title,Default Title,,,2020080101273,100,shopify,100,deny,manual,39.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/KonigKidsHippopotamusGameMatWithBalls.jpg?v=1710145476,1,Konig Kids Hippopotamus Game Mat With Balls,Konig Kids Hippopotamus Game Mat With Balls,Konig Kids Hippopotamus Game Mat With Balls your infant will have a lot of fun with this Baby Moo play gym. It uses bright and brilliant hues to attract your child's attention. It includes two safety bars that are hung with four different activity items. These visually engaging toys can aid in the development of a chil,active
konig-kids-lion-walker,Konig Kids Lion Walker,"<p><p><strong>Konig Kids Lion Walker </strong>with lights, sounds and 8 different busy activities, Musical Lion Walker encourages younger babies to Sit &amp; Play…batting, spinning, flipping, pressing, clacking, slidingand playing peek-a-boo in the mirror, too! And when baby’s ready to pull up, stand and walk, this sturdy lion friend bravely helps steady baby’s first steps. Lights, sounds and music play as baby pushes lion along, encouraging little walkers to keep going.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Walker,"Asper Beauty, Walker",TRUE,Title,Default Title,,,2022010400012,100,shopify,100,deny,manual,54.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/KonigKidsLionWalker.jpg?v=1710156245,1,Konig Kids Lion Walker,Konig Kids Lion Walker,"Konig Kids Lion Walker with lights, sounds and 8 different busy activities, Musical Lion Walker encourages younger babies to Sit &amp; Play…batting, spinning, flipping, pressing, clacking, slidingand playing peek-a-boo in the mirror, too! And when baby’s ready to pull up, stand and walk, this sturdy lion friend bravely",active
lacoste-pour-elle-natural-eau-de-toilette-for-women,Lacoste Pour Elle Natural Eau De Toilette For Women,"<p><p><strong>Lacoste Pour Elle Natural Eau De Toilette For Women </strong><span data-mce-fragment=""1"">is a fragrance that is mood-lifting, authentic and warm. Its fruity start of pineapple, raspberry leaf and mandarin leads to the heart of woody, powdery orris root along with jasmine and rose. A warm coconut note is combined with sandalwood and amber. Perfume Note stop Notes Mandarin orange, Raspberry leaf and Pineapple. Middle Notes Jasmine, Rose and Orris. Base Notes Amber, Sandalwood and Coconut.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Size,90ML,,,ASPER-1769145122452-9808,100,shopify,100,deny,manual,65.20,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/LACOSTEPOURELLENATURALEAUDETOILETTEFORWOMEN.jpg?v=1686090435,1,Lacoste Pour Elle Natural Eau De Toilette For Women,Lacoste Pour Elle Natural Eau De Toilette For Women,"Lacoste Pour Elle Natural Eau De Toilette For Women is a fragrance that is mood-lifting, authentic and warm. Its fruity start of pineapple, raspberry leaf and mandarin leads to the heart of woody, powdery orris root along with jasmine and rose. A warm coconut note is combined with sandalwood and amber. Perfume Note sto",active
bio-balance-body-sensitive-areas-whitening-cream-30spf-60ml,Bio Balance Body & Sensitive Areas Whitening Cream 30spf 60ml,"<p><p><span><strong>Bio Balance Body &amp; Sensitive Areas Whitening Cream 30spf 60ml</strong> is a highly effective whitening formula that fades dark spots on underarms, inner thigh, knees, elbows, or any part of the body where skin discolorations occur.</span><strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,8697711700040,100,shopify,100,deny,manual,11.70,13.20,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/BioBalanceBody_SensitiveAreasWhiteningCream30spf60ml.jpg?v=1723292859,1,Bio Balance Body & Sensitive Areas Whitening Cream 30spf 60ml,Bio Balance Body & Sensitive Areas Whitening Cream 30spf 60ml,"Bio Balance Body &amp; Sensitive Areas Whitening Cream 30spf 60ml is a highly effective whitening formula that fades dark spots on underarms, inner thigh, knees, elbows, or any part of the body where skin discolorations occur.",active
bio-balance-facial-whitening-cream-30spf-55ml,Bio Balance Facial Whitening Cream 30spf 55ml,"<p><p><strong>Bio Balance Facial Whitening Cream 30spf 55ml</strong> is specially formulated to help reduce the appearance of dark spots, skin discolorations and brighten overall complexion. Bio Balance explores the synergistic effects of vitamins, herbal extracts, and minerals and uses them only in the right amounts and the right combinations, which are more effective than their natural form.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,8697711700057,100,shopify,100,deny,manual,13.00,14.70,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/BioBalanceFacialWhiteningCream30spf55ml.jpg?v=1723293118,1,Bio Balance Facial Whitening Cream 30spf 55ml,Bio Balance Facial Whitening Cream 30spf 55ml,"Bio Balance Facial Whitening Cream 30spf 55ml is specially formulated to help reduce the appearance of dark spots, skin discolorations and brighten overall complexion. Bio Balance explores the synergistic effects of vitamins, herbal extracts, and minerals and uses them only in the right amounts and the right combinatio",active
bio-balance-derma-age-rejuvenating-skin-care-cream-55ml,Bio Balance Derma Age Rejuvenating Skin Care Cream 55ml,"<p><p><strong>Bio Balance Derma Age Rejuvenating Skin Care Cream 55ml </strong><span><span class=""baslik-cizgi"">a daily care regimen against dull, tired &amp; aging skin </span></span><span>supports the skin’s natural regeneration, for a firmer, younger looking skin. It ensures visible results against dryness, which is the lead cause of tired-looking skin, as well as lines and wrinkles. </span><span><span class=""baslik-cizgi"">Protects collagen and elastin of skin </span></span>the natural antioxidant pomegranate helps neutralize free radicals before they cause lines, discolorations, and firmness and rejuvenates the skin. Promotes procollagen synthesis and inhibits matrix metalloproteinase-1 production in human skin cells. It facilitates skin repair by promoting regeneration of epidermis. <span class=""baslik-cizgi"">Protects from sun, </span>photostable UVA/UVB filters prevent signs of premature aging, and sun-induced spots. <span class=""baslik-cizgi"">Reduces dark spots and skin discolorations, </span>Niacinamide by inhibiting the transfer of the melanosomes to the surrounding keratinocytes up to 68%. <span class=""baslik-cizgi"">Strengthens skin’s natural barrier, </span>Allantoin, Panthenol and Vitamin E are among the most powerful moisturizing ingredients backed by dozens of clinical studies. Help decreasing in Trans Epidermal Water Loss (TEWL) in the skin significantly.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,8697711701078,100,shopify,100,deny,manual,950.00,10.70,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/BioBalanceDermaAgeRejuvenatingSkinCareCream55ml.jpg?v=1710312295,1,Bio Balance Derma Age Rejuvenating Skin Care Cream 55ml,Bio Balance Derma Age Rejuvenating Skin Care Cream 55ml,"Bio Balance Derma Age Rejuvenating Skin Care Cream 55ml a daily care regimen against dull, tired &amp; aging skin supports the skin’s natural regeneration, for a firmer, younger looking skin. It ensures visible results against dryness, which is the lead cause of tired-looking skin, as well as lines and wrinkles. Protec",active
