Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
seventeen-matt-plus-liquid-foundation,Seventeen Matt Plus Liquid Foundation,"<p><p><strong>Seventeen Matt Plus Liquid Foundation </strong>natural, matte effect that lasts all day <br>sun filter r anti-wrinkle protection<br>Perfect coverage<br>Non-oily<br>Ideal for mixed-oily skin<br>Parabens Free</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Foundation,"Express_Delivery, Asper Beauty, Foundation",TRUE,Colour,01 LIGHT BEIGE,,,5201641724064,100,shopify,100,deny,manual,12.00,14.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/SEVENTEENMATTPLUSLIQUIDFOUNDATION.jpg?v=1660993214,1,Seventeen Matt Plus Liquid Foundation,Seventeen Matt Plus Liquid Foundation,"Seventeen Matt Plus Liquid Foundation natural, matte effect that lasts all day sun filter r anti-wrinkle protection Perfect coverage Non-oily Ideal for mixed-oily skin Parabens Free",active
seventeen-x-traordinaire-mascara,Seventeen X-traordinaire Mascara,"<p><p><strong>Seventeen X-traordinaire Mascara</strong> For 3-D lashes!<br>Amazing volume<br>Perfect curling<br>Special plastic brush<br>Brings out lashes… with a ""false lash"" effect</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Title,Default Title,,,5201641714454,100,shopify,100,deny,manual,870.00,995.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SeventeenX-traordinaireMascara.jpg?v=1754810876,1,Seventeen X-traordinaire Mascara,Seventeen X-traordinaire Mascara,"Seventeen X-traordinaire Mascara For 3-D lashes! Amazing volume Perfect curling Special plastic brush Brings out lashes… with a ""false lash"" effect",active
seventeen-mascara-glam,Seventeen Mascara Glam,"<p><p><strong>Seventeen Mascara Glam</strong> defines lashes one by one, while it delivers an eye lash look that is defined<br>Its formula consisted of a unique candle complex which makes the application of the mascara easier and ‘’buildable’’ for natural or more intense looks.<br>Specifically designed new version of the classic hourglass shaped fiber brush that gives an amazing volume with exceptional definition and styling!<br>Ophthalmologically Tested<br>Fragrance Free<br>Parabens Free</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Title,Default Title,,,5201641741085,100,shopify,100,deny,manual,850.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/SEVENTEENMASCARAGLAM.jpg?v=1660992998,1,Seventeen Mascara Glam,Seventeen Mascara Glam,"Seventeen Mascara Glam defines lashes one by one, while it delivers an eye lash look that is defined Its formula consisted of a unique candle complex which makes the application of the mascara easier and ‘’buildable’’ for natural or more intense looks. Specifically designed new version of the classic hourglass shaped f",active
seventeen-natural-silky-compact-powder,Seventeen Natural Silky Compact Powder,"<p><p><strong>Seventeen Natural Silky Compact Powder</strong> Offers you a beautiful, radiant complexion, with all the freshness and protection you deserve<br>A silky-textured face powder in compact, micronized form, that offers you a beautiful, velvety matte complexion<br>that creates a protective shield against the harmful effects of sun radiation <br>With Vitamin E, to protect skin against dehydration and environmental pollution<br>New, specially designed formula that provides skin with superbly rich, even, long-lasting coverage<br>Use over base moisturizer for perfect, instant coverage, or after foundation, for even greater coverage<br>Gluten free</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Powder,"Express_Delivery, Asper Beauty, Powder",TRUE,Colour,1 TRANSLUCIDE,,,5201641695692,100,shopify,100,deny,manual,850.00,990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/SEVENTEENNATURALSILKYCOMPACTPOWDER.jpg?v=1660993297,1,Seventeen Natural Silky Compact Powder,Seventeen Natural Silky Compact Powder,"Seventeen Natural Silky Compact Powder Offers you a beautiful, radiant complexion, with all the freshness and protection you deserve A silky-textured face powder in compact, micronized form, that offers you a beautiful, velvety matte complexion that creates a protective shield against the harmful effects of sun radiati",active
seventeen-longstay-eyebrow-shaper,Seventeen Longstay Eyebrow Shaper,"<p><p><strong>Seventeen Longstay Eyebrow Shaper</strong> exclusive texture and powder comprising formula for long-lasting wear<br>Extremely resistant to water and perspiration, with non-fade color that stays fresh looking throughout the day<br>With special brush attached to its lid, for easy application<br>Creates well-shaped, perfectly defined brows, while highlighting their natural color</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyebrow,"Express_Delivery, Asper Beauty, Eyebrow",TRUE,Colour,5 CHESTNUT,,,5201641681060,100,shopify,100,deny,manual,350.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SeventeenLongstayEyebrowShaper_d27402ab-8118-4445-a106-e8481d27a807.jpg?v=1755083719,1,Seventeen Longstay Eyebrow Shaper,Seventeen Longstay Eyebrow Shaper,"Seventeen Longstay Eyebrow Shaper exclusive texture and powder comprising formula for long-lasting wear Extremely resistant to water and perspiration, with non-fade color that stays fresh looking throughout the day With special brush attached to its lid, for easy application Creates well-shaped, perfectly defined brows",active
seventeen-supersmooth-waterproof-eyeliner-01-black-velvet,Seventeen Supersmooth Waterproof Eyeliner 01 Black Velvet,<p><p><strong>Seventeen Supersmooth Waterproof Eyeliner 01 Black Velvet</strong> newly designed formula for superior coverage and day-long wear<br>Contains vitamin E and Jojoba Oil<br>With natural anti-oxidants for protection <br>Smudge-free<br>Super-smooth formula. Glides on smoothly and effortlessly<br>Ophthalmologically tested<br>Suitable for contact lens wearers</p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Kohl,"Express_Delivery, Asper Beauty, Kohl",TRUE,Title,Default Title,,,5201641689103,100,shopify,100,deny,manual,350.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SeventeenSupersmoothWaterproofEyeliner_f8983087-ba65-4cf3-a0ca-02c2f3d025fa.jpg?v=1753959060,1,Seventeen Supersmooth Waterproof Eyeliner 01 Black Velvet,Seventeen Supersmooth Waterproof Eyeliner 01 Black Velvet,Seventeen Supersmooth Waterproof Eyeliner 01 Black Velvet newly designed formula for superior coverage and day-long wear Contains vitamin E and Jojoba Oil With natural anti-oxidants for protection Smudge-free Super-smooth formula. Glides on smoothly and effortlessly Ophthalmologically tested Suitable for contact lens w,active
maybelline-eyeshadow-the-burgundy-bar,Maybelline Eyeshadow The Burgundy Bar,"<p><p><strong>Maybelline Eyeshadow The Burgundy Bar</strong> features 12 expertly curated shades for custom eye makeup looks. 1 palette, infinite burgundy looks.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyeshadow,"Express_Delivery, Asper Beauty, Eyeshadow",TRUE,Title,Default Title,,,3600531429911,100,shopify,100,deny,manual,26.90,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/MAYBELLINEEYESHADOWTHEBURGUNDYBAR.jpg?v=1660649243,1,Maybelline Eyeshadow The Burgundy Bar,Maybelline Eyeshadow The Burgundy Bar,"Maybelline Eyeshadow The Burgundy Bar features 12 expertly curated shades for custom eye makeup looks. 1 palette, infinite burgundy looks.",active
maybelline-superstay-matte-ink-liquid-lipstick,Maybelline Superstay Matte Ink Liquid Lipstick,<p><p><strong>Maybelline Superstay Matte Ink Liquid Lipstick</strong> gives you a flawless matte finish in a range of super saturated shades with up to 16-hour wear.</p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Colour,15,,,3600531411107,100,shopify,100,deny,manual,13.40,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/MaybellineSuperstayMatteInkLiquidLipstick.jpg?v=1752054540,1,Maybelline Superstay Matte Ink Liquid Lipstick,Maybelline Superstay Matte Ink Liquid Lipstick,Maybelline Superstay Matte Ink Liquid Lipstick gives you a flawless matte finish in a range of super saturated shades with up to 16-hour wear.,active
garnier-skin-active-hydra-bomb-super-hydrating-replenishing-mask,Garnier Skin Active Hydra Bomb Super Hydrating Replenishing Mask,"<p><p><strong>Garnier Skin Active Hydra Bomb Super Hydrating Replenishing Mask</strong> this water-based sheet mask with Hyaluronic Acid, an ingredient naturally found in skin, floods skin with intense, weightless hydration. Free of mineral oil and petrolatum, this non-greasy formula, with pomegranate extract, provides a soothing burst of hydration and a fresher, softer, more radiant look. Half a bottle of hydrating serum in 1 mask ,delivers 24 hour long-lasting hydration ,helps prevent moisture loss throughout the day.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Sheet Mask,"Express_Delivery, Asper Beauty, Sheet Mask",TRUE,Title,Default Title,,,3600542064934,100,shopify,100,deny,manual,320.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/GarnierSkinActiveHydraBombSuperHydratingReplenishingMask_59cfc6e4-2173-47fb-8ca1-def78c8d1cb9.jpg?v=1701507355,1,Garnier Skin Active Hydra Bomb Super Hydrating Replenishing Mask,Garnier Skin Active Hydra Bomb Super Hydrating Replenishing Mask,"Garnier Skin Active Hydra Bomb Super Hydrating Replenishing Mask this water-based sheet mask with Hyaluronic Acid, an ingredient naturally found in skin, floods skin with intense, weightless hydration. Free of mineral oil and petrolatum, this non-greasy formula, with pomegranate extract, provides a soothing burst of hy",active
garnier-micellar-cleansing-water-400ml,Garnier Micellar Cleansing Water 400ml,"<p><p><strong>Garnier Micellar Cleansing Water 400ml </strong>number 1 micellar brand worldwide ,the all in one solution for all skin types including sensitive skin. Suitable for face, eyes and lips. Removes make-up + cleanses + soothes with one cotton pad. Garnier Introduces the micellar technology. It is formulated with micelles which capture dirt, sebum, solution and everyday make-up from your skin like magnets in one gesture. Dermatologically and ophthalmologically tested.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Micellar,"Express_Delivery, Asper Beauty, Micellar",TRUE,Title,Default Title,,,3600541729711,100,shopify,100,deny,manual,550.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/GARNIERMICELLARCLEANSINGWATER400ML_844de71f-9c2c-4acf-a8eb-5deaba9ac659.jpg?v=1751973130,1,Garnier Micellar Cleansing Water 400ml,Garnier Micellar Cleansing Water 400ml,"Garnier Micellar Cleansing Water 400ml number 1 micellar brand worldwide ,the all in one solution for all skin types including sensitive skin. Suitable for face, eyes and lips. Removes make-up + cleanses + soothes with one cotton pad. Garnier Introduces the micellar technology. It is formulated with micelles which capt",active
garnier-ultra-doux-healing-castor-almond-oils-conditioner-360ml,Garnier Ultra Doux Healing Castor & Almond Oils Conditioner 360ml,"<p><p><strong>Garnier Ultra Doux Healing Castor &amp; Almond Oils Conditioner 400ml</strong> formulated Without Paraben &amp; No Weigh Down: our recipe's melting texture turns into a rich, delightfully perfumed experience that strengthens weak hair with a tendency to fall.<br><strong>Result:</strong> Your hair is intensely nourished and strengthened from roots to tips. You hair will also feel stronger and smooth to touch. Wash after wash, your hair becomes stronger, healthier, and full of life, with no weigh down at all</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Express_Delivery, Asper Beauty, Hair Care",TRUE,Title,Default Title,,,3610340668890,100,shopify,100,deny,manual,340.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/GarnierUltraDouxHealingCastor_AlmondOilsConditioner360ml.jpg?v=1758113778,1,Garnier Ultra Doux Healing Castor & Almond Oils Conditioner 360ml,Garnier Ultra Doux Healing Castor & Almond Oils Conditioner 360ml,"Garnier Ultra Doux Healing Castor &amp; Almond Oils Conditioner 400ml formulated Without Paraben &amp; No Weigh Down: our recipe's melting texture turns into a rich, delightfully perfumed experience that strengthens weak hair with a tendency to fall. Result: Your hair is intensely nourished and strengthened from roots ",active
garnier-ultra-doux-mythic-olive-profoundly-dried-out-damaged-hair-shampoo-400ml,Garnier Ultra Doux Mythic Olive Profoundly Dried Out & Damaged Hair Shampoo 400ml,"<p><p><strong>Garnier Ultra Doux Mythic Olive Profoundly Dried Out &amp; Damaged Hair Shampoo 400ml </strong>has the perfect paraben free formula which nourish hair from within and helps to fight rough hair. Olive Oil is extracted from the Mediterranean Olive which is packed with Anti-Oxidants. It helps to fight the roughness of your hair and adds a natural shine to it, while Vitamin E gives nourishment and nutrition. This is the perfect blend to get nourished, healthy hair! Natural extract ,developed for undernourished hair which is rough, dull and frizzy, paraben free formula, suitable for everyday use ,leaves hair strong and nourished!<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Express_Delivery, Asper Beauty, Hair Care",TRUE,Title,Default Title,,,3610340027130,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Garnier_Ultra_Doux_Mythic_Olive_Profoundly_Dried_Out_Damaged_Hair_Shampoo_400ml_f564dca9-40fd-41f3-9547-2389d3fd41eb.png?v=1742018098,1,Garnier Ultra Doux Mythic Olive Profoundly Dried Out & Damaged Hair Shampoo 400ml,Garnier Ultra Doux Mythic Olive Profoundly Dried Out & Damaged Hair Sh,Garnier Ultra Doux Mythic Olive Profoundly Dried Out &amp; Damaged Hair Shampoo 400ml has the perfect paraben free formula which nourish hair from within and helps to fight rough hair. Olive Oil is extracted from the Mediterranean Olive which is packed with Anti-Oxidants. It helps to fight the roughness of your hair an,active
seventeen-lash-elegance-mascara-lp,Seventeen Lash Elegance Mascara LP,"<p><p><strong>Seventeen Lash Elegance Mascara</strong> no need to stress over tangled and smudgy eyelashes anymore! The  mascara is a must-have in your beauty bag as you will achieve lash perfection with just one application, while also keeping your lashes untangled thanks to its exclusive brush. The  mascara creates unparalleled volume and length with perfectly untangled eyelashes! For easy removal</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Title,Default Title,,,5201641729021,100,shopify,100,deny,manual,950.00,11.50,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/SEVENTEENLASHELEGANCEMASCARA.jpg?v=1660992939,1,Seventeen Lash Elegance Mascara LP,Seventeen Lash Elegance Mascara LP,"Seventeen Lash Elegance Mascara no need to stress over tangled and smudgy eyelashes anymore! The mascara is a must-have in your beauty bag as you will achieve lash perfection with just one application, while also keeping your lashes untangled thanks to its exclusive brush. The mascara creates unparalleled volume and le",active
seventeen-proliner,Seventeen Proliner,<p><p><strong>Seventeen Proliner</strong> using an eyeliner has never been easier! The unique formula of the  dries quickly while the color remains dashing. The specialized application brush is shaped like a marker and guarantees a perfect winged eyeliner look.</p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyeliner,"Asper Beauty, Eyeliner",TRUE,Title,Default Title,,,5201641696262,100,shopify,100,deny,manual,650.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/products/SEVENTEENPROLINER.jpg?v=1660993394,1,Seventeen Proliner,Seventeen Proliner,Seventeen Proliner using an eyeliner has never been easier! The unique formula of the dries quickly while the color remains dashing. The specialized application brush is shaped like a marker and guarantees a perfect winged eyeliner look.,active
