Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
montale-tropical-wood-edp-unisex-100ml,Montale Tropical Wood Edp Unisex 100ml,"<p><p><span data-mce-fragment=""1""><strong>Montale Tropical Wood Edp Unisex 100ml</strong> is a Woody Floral Musk fragrance for women and men. The nose behind this fragrance is Pierre Montale. Top notes are Agarwood (Oud), Passionfruit, Pineapple and Bergamot; middle notes are Bulgarian Rose and Violet; base notes are Leather, White Musk and Madagascar Vanilla.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,ASPER-1769145122740-23538,100,shopify,100,deny,manual,104.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/MONTTROPICALWOOD100ML.jpg?v=1686839005,1,Montale Tropical Wood Edp Unisex 100ml,Montale Tropical Wood Edp Unisex 100ml,"Montale Tropical Wood Edp Unisex 100ml is a Woody Floral Musk fragrance for women and men. The nose behind this fragrance is Pierre Montale. Top notes are Agarwood (Oud), Passionfruit, Pineapple and Bergamot; middle notes are Bulgarian Rose and Violet; base notes are Leather, White Musk and Madagascar Vanilla.",active
montale-aoud-leather-edp-100ml-unisex,Montale Aoud Leather Edp 100ml Unisex,"<p><p><strong>Montale Aoud Leather Edp 100ml Unisex </strong><span data-mce-fragment=""1"">is a Leather fragrance for women and men. The nose behind this fragrance is Pierre Montale. Aoud Leather incorporates a warm of the leather note with spices, citrus and amber. And it belongs to the Golden Selection collection. Note composition: Calabrian bergamot, Indian pepper, cardamom from Guatemala, saffron, amber, oud and leather.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,M0060120,100,shopify,100,deny,manual,91.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/AOUDLEATHER100MLEDP.jpg?v=1686837114,1,Montale Aoud Leather Edp 100ml Unisex,Montale Aoud Leather Edp 100ml Unisex,"Montale Aoud Leather Edp 100ml Unisex is a Leather fragrance for women and men. The nose behind this fragrance is Pierre Montale. Aoud Leather incorporates a warm of the leather note with spices, citrus and amber. And it belongs to the Golden Selection collection. Note composition: Calabrian bergamot, Indian pepper, ca",active
neverti-max-length-lashes-manifest-mascara,Neverti Max Length Lashes Manifest Mascara,"<p><p><strong>Neverti Max Length Lashes Manifest Mascara </strong>meet the Max Length Lashes Mascara, designed with a conical brush and intense black pigment to deliver maximum length, volume, and definition. Our quick-dry, vegan formula offers high coverage with a defined, lamination effect while maintaining a natural look Enriched with argan oil for nourishment and cornflower water for calming, emollient, and refreshing properties, it ensures long-lasting wear and skincare benefits. Additionally, it's free from gluten, silicone, alcohol, and parabens.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Title,Default Title,,,NP501,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiMaxLengthLashesManifestMascaraNP501.jpg?v=1745843246,1,Neverti Max Length Lashes Manifest Mascara,Neverti Max Length Lashes Manifest Mascara,"Neverti Max Length Lashes Manifest Mascara meet the Max Length Lashes Mascara, designed with a conical brush and intense black pigment to deliver maximum length, volume, and definition. Our quick-dry, vegan formula offers high coverage with a defined, lamination effect while maintaining a natural look Enriched with arg",active
neverti-brow-up-mascara,Neverti Brow Up Mascara,"<p><p><strong>Neverti Brow Up Mascara </strong>our creamy formula ensures a smooth application without dryness or stickiness, seamlessly filling in gaps between your eyebrows for a natural, long-lasting look that stays perfect all day. Achieve a natural, long-lasting look with our quick-dry formula, vegan, alcohol-free, silicone-free, and gluten-free. Enjoy high coverage with a defined, lamination effect while benefiting from argan oil for nourishment and cornflower water for calming and refreshing skin care. Plus, it's paraben-free for your peace of mind.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Colour,001 TRANSPARENT,,,NP502,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiBrowUpMascaraNP502.jpg?v=1745845413,1,Neverti Brow Up Mascara,Neverti Brow Up Mascara,"Neverti Brow Up Mascara our creamy formula ensures a smooth application without dryness or stickiness, seamlessly filling in gaps between your eyebrows for a natural, long-lasting look that stays perfect all day. Achieve a natural, long-lasting look with our quick-dry formula, vegan, alcohol-free, silicone-free, and gl",active
neverti-brow-shaping-wax,Neverti Brow Shaping Wax,"<p><p><strong>Neverti Brow Shaping Wax </strong>is a brow wax shaping formula that gives your eyebrows a fuller, naturally shiny look that lasts all day. It works seamlessly with all skin tones and brow colors, offering a strong hold without feeling heavy, sticky, or leaving any residue. Experience our vegan, quick-dry brow shaping wax that effortlessly defines your brows while providing a clean, natural look Enjoy the benefits of a non-sticky, gluten-free formula that is completely silicone-free.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyebrow,"Asper Beauty, Eyebrow",TRUE,Title,Default Title,,,NP503,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/2_4631ffc2-464f-46c7-9d5f-4aebd8b9d0da.jpg?v=1746093191,1,Neverti Brow Shaping Wax,Neverti Brow Shaping Wax,"Neverti Brow Shaping Wax is a brow wax shaping formula that gives your eyebrows a fuller, naturally shiny look that lasts all day. It works seamlessly with all skin tones and brow colors, offering a strong hold without feeling heavy, sticky, or leaving any residue. Experience our vegan, quick-dry brow shaping wax that ",active
neverti-matt-mallow-lipstick,Neverti Matt Mallow Lipstick,"<p><p><strong>Neverti Matt Mallow Lipstick </strong>it provides intense color, a smooth appearance, and full coverage in a single application, thanks to its creamy texture. It feels light and non-sticky on the lips while maintaining long-lasting wear throughout the day. Discover our clean beauty line: vegan, gluten-free, talc-free, PEG-free, silicone-free, phenoxyethanol-free, BHT-free, and alcohol-free, with a soft matte finish, high coverage, and long-lasting wear, all dermatologically tested to care for your skin.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Colour,001 BE NUDE,,,NP701,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiMattMallowLipstick.jpg?v=1746444081,1,Neverti Matt Mallow Lipstick,Neverti Matt Mallow Lipstick,"Neverti Matt Mallow Lipstick it provides intense color, a smooth appearance, and full coverage in a single application, thanks to its creamy texture. It feels light and non-sticky on the lips while maintaining long-lasting wear throughout the day. Discover our clean beauty line: vegan, gluten-free, talc-free, PEG-free,",active
neverti-let-lip-rejoice-lipstick,Neverti Let Lip Rejoice Lipstick,"<p><p><strong>Neverti Let Lip Rejoice Lipstick</strong> is the Lumi-matte lipstick, which has become iconic all over the world, has been created to provide more intense color, more comfort, and a more lasting effect on the lips with its specially developed formula. This lipstick is vegan, gluten-free, and free from silicones and alcohol, offering clean beauty with high coverage and a butter matte texture. It provides a long-lasting lumi matte finish and is dermatologically tested.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Colour,001 BOLD BEAUTY,,,NP702,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiLetLipRejoiceLipstick.jpg?v=1746446396,1,Neverti Let Lip Rejoice Lipstick,Neverti Let Lip Rejoice Lipstick,"Neverti Let Lip Rejoice Lipstick is the Lumi-matte lipstick, which has become iconic all over the world, has been created to provide more intense color, more comfort, and a more lasting effect on the lips with its specially developed formula. This lipstick is vegan, gluten-free, and free from silicones and alcohol, off",active
neverti-stay-in-flexi-matte-liquid-lipstick,Neverti Stay In Flexi Matte Liquid Lipstick,"<p><p><strong>Neverti Stay In Flexi Matte Liquid Lipstick</strong> is a highly pigmented, flexible matte finish formula that offers a vibrant, long-lasting color that stays fresh throughout the day without feeling heavy. It delivers a moisturizing effect that enhances your lips with a subtle, smooth appearance, ensuring that lip lines are not accentuated.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Colour,001 OH LA LA,,,NP801,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiStayInFlexiMatteLiquidLipstick.jpg?v=1746448299,1,Neverti Stay In Flexi Matte Liquid Lipstick,Neverti Stay In Flexi Matte Liquid Lipstick,"Neverti Stay In Flexi Matte Liquid Lipstick is a highly pigmented, flexible matte finish formula that offers a vibrant, long-lasting color that stays fresh throughout the day without feeling heavy. It delivers a moisturizing effect that enhances your lips with a subtle, smooth appearance, ensuring that lip lines are no",active
neverti-eye-define-liner,Neverti Eye Define Liner,"<p><p><strong>Neverti Eye Define Liner</strong> is an eye pencil that will delight you with its rich color and impeccable durability up to 24 hours. With it your makeup will stay fresh from morning to evening. The formula is resistant to smudging and washing off, which makes it ideal for both day and evening makeup. The soft texture allows you to easily apply the liner to the eyelids, creating thin and expressive arrows.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyeliner,"Asper Beauty, Eyeliner",TRUE,Colour,001,,,NP100,100,shopify,100,deny,manual,150.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiEyeDefineLiner.jpg?v=1746516482,1,Neverti Eye Define Liner,Neverti Eye Define Liner,"Neverti Eye Define Liner is an eye pencil that will delight you with its rich color and impeccable durability up to 24 hours. With it your makeup will stay fresh from morning to evening. The formula is resistant to smudging and washing off, which makes it ideal for both day and evening makeup. The soft texture allows y",active
neverti-eyebrow-styler-liner,Neverti Eyebrow Styler Liner,"<p><p><strong>Neverti Eyebrow Styler Liner </strong><span>is a long-lasting eyebrow marker that creates a perfect imitation of hairs, c</span><span>ontains care elements that improve eyebrow growth, and it is l</span><span>ong-lasting with a rich pigment.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Eyebrow,"Express_Delivery, Asper Beauty, Eyebrow",TRUE,Colour,001,,,NP101,100,shopify,100,deny,manual,200.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiEyebrowStylerLiner_ff4acfff-171c-4d9b-8d0d-3907d50d648c.jpg?v=1747235658,1,Neverti Eyebrow Styler Liner,Neverti Eyebrow Styler Liner,"Neverti Eyebrow Styler Liner is a long-lasting eyebrow marker that creates a perfect imitation of hairs, c ontains care elements that improve eyebrow growth, and it is l ong-lasting with a rich pigment.",active
neverti-beauty-boost-mascara-length-define,Neverti Beauty Boost Mascara Length & Define,"<p><p><strong>Neverti Beauty Boost Mascara Length &amp; Define </strong>this transformative mascara instantly gives short, thin, and sparse lashes a longer, more defined, and voluminous appearance by separating them one by one. Its water-resistant, ultra-black formula provides a lasting effect all day long and is easy to remove without smudging or smearing. This gluten-free, vegan mascara offers a clean, quick-drying formula that is Ophthalmologically<br>tested and free from silicone and talc. It provides water-resistant clumpfree, and defining<br>coverage, with a lightening effect for beautifully enhanced lashes.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Asper Beauty, Makeup",TRUE,Title,Default Title,,,NP505,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiBeautyBoostMascaraLength_DefineNP505-001.jpg?v=1746018688,1,Neverti Beauty Boost Mascara Length & Define,Neverti Beauty Boost Mascara Length & Define,"Neverti Beauty Boost Mascara Length &amp; Define this transformative mascara instantly gives short, thin, and sparse lashes a longer, more defined, and voluminous appearance by separating them one by one. Its water-resistant, ultra-black formula provides a lasting effect all day long and is easy to remove without smudg",active
neverti-beauty-boost-mascara-volume-lift,Neverti Beauty Boost Mascara Volume & Lift,"<p><p><strong>Neverti Beauty Boost Mascara Volume &amp; Lift </strong> the tapered design effortlessly captures even the shortest, straightest, and sparsest lashes from root to tip, delivering a voluminous and well-defined look. Its intense black formula resists smudging and running, ensuring a long-lasting effect that lasts all day. This gluten-free, vegan mascara boasts a clean, ophthalmologically tested formula that is water resistant and free from silicone and talc. It provides intense, clump-free volume, enhancing the lashes with a bold look that lasts for up to 12 hours, ensuring beautiful, long-lasting wear throughout the day.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Makeup,"Express_Delivery, Asper Beauty, Makeup",TRUE,Title,Default Title,,,NP504,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiBeautyBoostMascaraVolume_LiftNP504-001.jpg?v=1746017981,1,Neverti Beauty Boost Mascara Volume & Lift,Neverti Beauty Boost Mascara Volume & Lift,"Neverti Beauty Boost Mascara Volume &amp; Lift the tapered design effortlessly captures even the shortest, straightest, and sparsest lashes from root to tip, delivering a voluminous and well-defined look. Its intense black formula resists smudging and running, ensuring a long-lasting effect that lasts all day. This glu",active
neverti-kiss-couture-waterproof-liner,Neverti Kiss Couture Waterproof Liner,"<p><p><strong>Neverti Kiss Couture Waterproof Liner </strong>features a soft, creamy formula that glides smoothly over your lips, providing precise, long-lasting definition. With its rich, varied colors, you can highlight your lips in a natural or bold style to suit every look. It's a soft, creamy, easy to apply liner. It's Enriched with moisturizing ingredients to prevent dryness and cracking, and it lasts for hours without smudging or fading.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Lip Liner,"Express_Delivery, Asper Beauty, Lip Liner",TRUE,Colour,001,,,NP102,100,shopify,100,deny,manual,150.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/NevertiKissCoutureWaterproofLiner.jpg?v=1746532124,1,Neverti Kiss Couture Waterproof Liner,Neverti Kiss Couture Waterproof Liner,"Neverti Kiss Couture Waterproof Liner features a soft, creamy formula that glides smoothly over your lips, providing precise, long-lasting definition. With its rich, varied colors, you can highlight your lips in a natural or bold style to suit every look. It's a soft, creamy, easy to apply liner. It's Enriched with moi",active
neverti-3d-plumping-lip-gloss,Neverti 3D Plumping Lip Gloss,"<p><p><strong>Neverti 3D Plumping Lip Gloss </strong>it helps lips achieve a fuller, more moisturized, and brighter appearance. It provides a lasting, smooth appearance throughout the day without leaving a sticky feeling on the lips. Experience our vegan, gluten-free lip product with a glossy, shiny finish. Dermatologically tested and moisturizing, it‘s perfect as both a base and top coat while providing plumping effects for fuller lips.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Lip Gloss,"Express_Delivery, Asper Beauty, Lip Gloss",TRUE,Colour,001 GLOSS ME,,,NP800,100,shopify,100,deny,manual,300.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Neverti3DPlumpingLipGloss.jpg?v=1746536009,1,Neverti 3D Plumping Lip Gloss,Neverti 3D Plumping Lip Gloss,"Neverti 3D Plumping Lip Gloss it helps lips achieve a fuller, more moisturized, and brighter appearance. It provides a lasting, smooth appearance throughout the day without leaving a sticky feeling on the lips. Experience our vegan, gluten-free lip product with a glossy, shiny finish. Dermatologically tested and moistu",active
shea-miracles-scrubbing-hair-scalp-pre-shampoo-300ml,Shea Miracles Scrubbing Hair & Scalp Pre-Shampoo 300ml,"<p><p><strong>Shea Miracles Scrubbing Hair &amp; Scalp Pre-Shampoo 300ml </strong>t<span>his purifying Pre-Shampoo scrub helps to deep cleanse the scalp and promote healthy hair with long-term use. Suitable for all hair types. Conta<img><img><img><img>ins powerful ingredients like Shea Butter, Almond Oil, and Honey that help reduces dandruff by 99% for women and men. It's Paraben Free - Sulfate Free - Cruelty Free.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Asper Beauty, Hair Care",TRUE,Title,Default Title,,,6291108990476,100,shopify,100,deny,manual,600.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SheaMiraclesScrubbingHair_ScalpPre-Shampoo300ml.jpg?v=1747299319,1,Shea Miracles Scrubbing Hair & Scalp Pre-Shampoo 300ml,Shea Miracles Scrubbing Hair & Scalp Pre-Shampoo 300ml,"Shea Miracles Scrubbing Hair &amp; Scalp Pre-Shampoo 300ml t his purifying Pre-Shampoo scrub helps to deep cleanse the scalp and promote healthy hair with long-term use. Suitable for all hair types. Conta ins powerful ingredients like Shea Butter, Almond Oil, and Honey that help reduces dandruff by 99% for women and me",active
